season,team,g,opp_fg,opp_fga,opp_fg3,opp_fg3a,opp_ft,opp_fta,opp_orb,opp_drb,opp_trb,opp_ast,opp_stl,opp_blk,opp_tov,opp_pf,opp_pts
1990,"Los Angeles Lakers",82,3382,7247,175,519,1584,2111,1131,2243,3374,2009,669,426,1200,1909,8523
1990,"Philadelphia 76ers",82,3417,7117,212,573,1584,2054,1113,2356,3469,2155,636,380,1234,1945,8630
1990,"Houston Rockets",82,3399,7322,163,556,1671,2256,1175,2460,3635,2010,790,392,1428,1819,8632
1990,"Seattle SuperSonics",82,3257,6704,178,520,1992,2533,1007,2204,3211,1862,634,406,1303,1796,8684
1990,"Boston Celtics",82,3438,7383,172,539,1648,2133,1046,2318,3364,2078,736,356,1003,1845,8696
1990,"Chicago Bulls",82,3361,6819,204,581,1784,2392,1068,2296,3364,2110,665,383,1411,1742,8710
1990,"Milwaukee Bucks",82,3292,6871,181,564,1990,2570,1158,2405,3563,2023,685,444,1506,1879,8755
1990,"Sacramento Kings",82,3384,7158,160,507,1828,2324,1146,2531,3677,2022,704,391,1168,1740,8756
1990,"New York Knicks",82,3497,7430,171,543,1598,2100,1249,2285,3534,2126,719,418,1287,1869,8763
1990,"Los Angeles Clippers",82,3432,7207,186,576,1737,2251,1149,2367,3516,2092,828,429,1364,1950,8787
1990,"Atlanta Hawks",82,3438,6935,181,533,1760,2279,1151,2236,3387,2144,672,389,1294,1961,8817
1990,"Phoenix Suns",82,3528,7588,200,563,1585,2163,1202,2335,3537,2125,677,395,1254,2151,8841
1990,"Portland Trail Blazers",82,3351,7227,228,688,1917,2500,1055,2357,3412,2026,667,432,1489,2086,8847
1990,"New Jersey Nets",82,3403,7020,141,420,1906,2491,1144,2590,3734,1871,768,478,1419,1886,8853
1990,"Charlotte Hornets",82,3438,6922,132,421,1865,2380,1063,2723,3786,2066,638,384,1376,1754,8873
1990,"Indiana Pacers",82,3486,7225,173,541,1804,2395,1173,2297,3470,1945,716,321,1189,2021,8949
1990,"Washington Bullets",82,3511,7403,142,474,1845,2376,1198,2503,3701,1952,644,430,1200,1780,9009
1990,"Miami Heat",82,3418,7010,158,462,2050,2716,1125,2467,3592,2076,860,477,1473,1781,9044
1990,"Denver Nuggets",82,3589,7334,164,517,1939,2517,1021,2846,3867,2073,613,462,1514,1911,9281
1990,"Golden State Warriors",82,3766,7885,261,733,1998,2633,1495,2594,4089,2331,817,430,1422,2219,9791
1990,"Orlando Magic",82,3864,7757,196,555,1897,2502,1173,2569,3742,2333,734,556,1216,2060,9821
1991,"Detroit Pistons",82,3053,6743,157,504,1674,2173,1002,2274,3276,1736,581,289,1127,1987,7937
1991,"Los Angeles Lakers",82,3354,7262,178,573,1278,1700,1131,2187,3318,1998,668,334,1175,1823,8164
1991,"Utah Jazz",82,3217,7011,205,667,1615,2090,1101,2278,3379,1858,686,409,1254,1995,8254
1991,"Chicago Bulls",82,3267,6884,190,626,1554,2017,1062,2162,3224,2016,633,348,1402,1826,8278
1991,"San Antonio Spurs",82,3265,7289,218,704,1664,2187,1122,2270,3392,1928,801,437,1260,2008,8412
1991,"Houston Rockets",82,3337,7316,183,621,1609,2086,1242,2431,3673,1965,711,357,1415,1786,8466
1991,"New York Knicks",82,3410,7162,183,545,1471,1903,1119,2336,3455,1999,724,368,1239,1813,8474
1991,"Sacramento Kings",82,3142,6687,155,491,2045,2686,1164,2543,3707,1912,699,448,1312,1847,8484
1991,"Minnesota Timberwolves",82,3320,6778,171,505,1680,2219,1094,2379,3473,2142,512,511,1238,1692,8491
1991,"Milwaukee Bucks",82,3290,6775,189,574,1755,2312,1108,2315,3423,2023,704,461,1531,1912,8524
1991,"Cleveland Cavaliers",82,3459,7117,163,505,1464,1916,1097,2398,3495,2150,710,394,1226,1895,8545
1991,"Dallas Mavericks",82,3346,6945,178,583,1700,2296,1116,2489,3605,2025,650,400,1147,1778,8570
1991,"Seattle SuperSonics",82,3285,6738,207,633,1866,2459,1107,2149,3256,1851,729,446,1485,1820,8643
1991,"Philadelphia 76ers",82,3536,7432,196,660,1388,1794,1156,2519,3675,2220,691,391,1177,1862,8656
1991,"Boston Celtics",82,3419,7559,191,611,1639,2084,1192,2204,3396,2052,738,381,1127,1660,8668
1991,"Portland Trail Blazers",82,3320,7275,236,730,1819,2341,1079,2354,3433,2048,630,352,1397,2075,8695
1991,"Washington Bullets",82,3396,7280,166,555,1763,2288,1232,2473,3705,1861,727,492,1254,1778,8721
1991,"Los Angeles Clippers",82,3337,7151,199,593,1901,2529,1115,2494,3609,1982,773,491,1316,1887,8774
1991,"New Jersey Nets",82,3374,7206,136,442,1927,2493,1287,2527,3814,1737,831,540,1452,1896,8811
1991,"Phoenix Suns",82,3462,7499,182,584,1705,2244,1195,2298,3493,1972,682,463,1282,2059,8811
1991,"Miami Heat",82,3335,6974,173,514,1997,2603,1176,2364,3540,2006,853,502,1466,1960,8840
1991,"Charlotte Hornets",82,3408,6915,158,500,1884,2441,1151,2514,3665,2144,675,480,1406,1841,8858
1991,"Atlanta Hawks",82,3568,7219,217,621,1587,2069,1080,2499,3579,2320,688,361,1291,2034,8940
1991,"Orlando Magic",82,3454,7232,223,674,1879,2451,1095,2500,3595,2118,706,654,1215,1983,9010
1991,"Indiana Pacers",82,3577,7299,186,609,1851,2490,1202,2313,3515,2063,729,353,1260,2037,9191
1991,"Golden State Warriors",82,3544,7349,221,686,2121,2797,1292,2480,3772,2164,726,437,1534,2206,9430
1991,"Denver Nuggets",82,4076,7962,194,502,2377,3068,1242,3067,4309,2492,757,525,1527,1844,10723
1992,"Detroit Pistons",82,3157,6973,211,625,1421,1866,1115,2255,3370,1894,642,373,1117,1916,7946
1992,"New York Knicks",82,3082,6727,179,606,1666,2172,1014,2241,3255,1778,669,396,1249,1803,8009
1992,"Chicago Bulls",82,3206,6970,218,657,1525,1985,1081,2171,3252,1841,631,352,1288,1800,8155
1992,"San Antonio Spurs",82,3211,7098,243,700,1587,2061,1103,2362,3465,1882,753,463,1252,1810,8252
1992,"Los Angeles Lakers",82,3408,7095,174,596,1329,1744,1234,2384,3618,2173,594,389,1256,1831,8319
1992,"Los Angeles Clippers",82,3211,6997,224,648,1706,2249,1151,2445,3596,1784,705,432,1396,1870,8352
1992,"Utah Jazz",82,3292,7178,234,695,1535,2056,1146,2255,3401,1925,646,458,1205,1958,8353
1992,"Boston Celtics",82,3323,7293,201,652,1601,2084,1178,2333,3511,1923,680,414,1114,1634,8448
1992,"Philadelphia 76ers",82,3449,7145,189,615,1375,1772,1171,2365,3536,2226,686,454,1184,1766,8462
1992,"Cleveland Cavaliers",82,3496,7435,193,581,1294,1683,1236,2376,3612,2156,649,417,1150,1874,8479
1992,"Houston Rockets",82,3391,7317,196,574,1529,1985,1232,2406,3638,2131,743,384,1174,1673,8507
1992,"Portland Trail Blazers",82,3249,7150,244,805,1797,2367,1097,2336,3433,1980,688,433,1369,1957,8539
1992,"Seattle SuperSonics",82,3263,6864,209,621,1848,2460,1122,2228,3350,1832,697,479,1320,1850,8583
1992,"Dallas Mavericks",82,3314,7051,183,599,1823,2368,1157,2631,3788,1936,723,456,1054,1735,8634
1992,"Phoenix Suns",82,3429,7477,180,586,1669,2207,1218,2345,3563,1909,659,493,1258,1931,8707
1992,"Milwaukee Bucks",82,3445,6911,221,603,1638,2195,1170,2319,3489,2118,730,473,1420,1780,8749
1992,"Washington Bullets",82,3431,7174,212,601,1687,2240,1197,2636,3833,1902,710,450,1325,1689,8761
1992,"New Jersey Nets",82,3422,7175,161,508,1775,2318,1215,2355,3570,1789,806,484,1344,1722,8780
1992,"Minnesota Timberwolves",82,3453,7116,171,483,1738,2337,1311,2534,3845,2088,660,574,1215,1675,8815
1992,"Denver Nuggets",82,3346,6967,186,532,1943,2513,1109,2530,3639,1811,780,593,1393,1787,8821
1992,"Atlanta Hawks",82,3523,7342,251,732,1537,2006,1160,2545,3705,2168,711,393,1253,1732,8834
1992,"Orlando Magic",82,3426,7045,215,609,1830,2437,1107,2445,3552,2095,791,534,1271,1895,8897
1992,"Miami Heat",82,3529,7157,210,606,1685,2242,1134,2415,3549,2070,731,447,1316,1968,8953
1992,"Indiana Pacers",82,3425,7312,216,640,1976,2627,1241,2325,3566,2165,816,386,1247,1984,9042
1992,"Sacramento Kings",82,3557,7420,204,616,1728,2297,1311,2639,3950,2128,816,530,1358,1816,9046
1992,"Charlotte Hornets",82,3717,7495,205,632,1661,2241,1253,2581,3834,2366,621,524,1392,1750,9300
1992,"Golden State Warriors",82,3616,7507,257,776,1923,2563,1324,2436,3760,2122,794,435,1512,2021,9412
1993,"New York Knicks",82,2822,6621,230,753,1949,2582,1031,2325,3356,1658,657,384,1360,2010,7823
1993,"Chicago Bulls",82,3139,6622,247,685,1584,2033,1039,2265,3304,1918,595,357,1372,1731,8109
1993,"Houston Rockets",82,3255,7129,242,730,1432,1877,1167,2295,3462,1965,717,327,1228,1793,8184
1993,"Cleveland Cavaliers",82,3370,7229,229,695,1334,1742,1115,2379,3494,2109,610,365,1203,1828,8303
1993,"Seattle SuperSonics",82,3143,6707,272,808,1746,2299,1075,2220,3295,1835,655,406,1516,1853,8304
1993,"New Jersey Nets",82,3231,6945,201,618,1665,2248,1102,2345,3447,1786,780,416,1304,1881,8328
1993,"Detroit Pistons",82,3321,6906,261,769,1463,1987,1099,2442,3541,2048,623,363,1219,1804,8366
1993,"Boston Celtics",82,3232,6980,216,650,1749,2269,1094,2378,3472,1971,637,386,1181,1676,8429
1993,"San Antonio Spurs",82,3290,7177,270,747,1583,2051,1082,2388,3470,1905,655,373,1131,1998,8433
1993,"Utah Jazz",82,3258,6970,272,836,1743,2343,1120,2314,3434,1928,648,468,1291,1970,8531
1993,"Orlando Magic",82,3307,7255,248,754,1682,2306,1166,2271,3437,2091,715,401,1119,1975,8544
1993,"Miami Heat",82,3232,6791,265,781,1860,2416,1032,2424,3456,1965,656,426,1304,2053,8589
1993,"Portland Trail Blazers",82,3337,7125,277,811,1692,2226,1022,2527,3549,2059,649,452,1404,2089,8643
1993,"Los Angeles Lakers",82,3438,7116,245,726,1529,2050,1158,2411,3569,2130,686,384,1334,1872,8650
1993,"Minnesota Timberwolves",82,3323,6814,208,578,1830,2413,1122,2331,3453,2144,734,494,1231,1875,8684
1993,"Indiana Pacers",82,3262,6955,216,706,1957,2635,1189,2345,3534,1987,693,387,1178,1979,8697
1993,"Milwaukee Bucks",82,3303,6843,269,783,1823,2437,1269,2398,3667,2087,773,456,1476,1810,8698
1993,"Phoenix Suns",82,3500,7307,250,750,1502,2078,1118,2316,3434,2107,708,512,1328,2041,8752
1993,"Los Angeles Clippers",82,3311,7051,275,790,1857,2434,1179,2437,3616,1970,765,453,1445,1772,8754
1993,"Denver Nuggets",82,3324,7214,222,647,1899,2517,1159,2505,3664,1890,750,503,1340,1983,8769
1993,"Atlanta Hawks",82,3509,7074,281,833,1586,2092,1080,2413,3493,2189,735,363,1363,1881,8885
1993,"Washington Bullets",82,3557,7214,239,712,1577,2106,1135,2555,3690,2062,718,425,1279,1818,8930
1993,"Philadelphia 76ers",82,3666,7548,280,782,1417,1878,1258,2634,3892,2406,781,491,1290,1790,9029
1993,"Charlotte Hornets",82,3634,7698,234,753,1548,2080,1350,2403,3753,2277,599,438,1245,1923,9050
1993,"Golden State Warriors",82,3471,7197,272,794,1881,2492,1174,2345,3519,2098,824,457,1350,1993,9095
1993,"Sacramento Kings",82,3420,7024,213,680,2054,2711,1138,2562,3700,2073,767,551,1466,2010,9107
1993,"Dallas Mavericks",82,3401,6783,234,653,2351,3071,1063,2740,3803,2047,802,520,1273,1861,9387
1994,"New York Knicks",82,2783,6451,253,825,1684,2341,1016,2245,3261,1677,677,333,1420,1897,7503
1994,"San Antonio Spurs",82,3066,6880,290,871,1349,1875,1089,2153,3242,1769,632,346,1020,1791,7771
1994,"Chicago Bulls",82,3029,6542,252,780,1470,1987,985,2240,3225,1840,730,374,1335,1725,7780
1994,"Atlanta Hawks",82,3163,6954,275,872,1285,1732,1157,2358,3515,1897,641,338,1465,1722,7886
1994,"Houston Rockets",82,3152,7166,257,841,1377,1871,1138,2434,3572,1901,767,312,1221,1743,7938
1994,"Seattle SuperSonics",82,2928,6459,326,946,1760,2374,1084,2191,3275,1808,686,421,1666,1884,7942
1994,"Cleveland Cavaliers",82,3131,6741,258,729,1446,1967,1059,2335,3394,2006,628,461,1293,1797,7966
1994,"Indiana Pacers",82,2978,6614,273,815,1768,2422,1132,2153,3285,1902,826,389,1340,1986,7997
1994,"Utah Jazz",82,2973,6641,289,967,1773,2444,1100,2327,3427,1806,593,459,1318,1922,8008
1994,"Denver Nuggets",82,3065,7000,208,717,1761,2349,1118,2331,3449,1745,725,502,1245,1957,8099
1994,"Miami Heat",82,3036,6641,295,892,1889,2527,1074,2266,3340,1821,689,438,1314,1946,8256
1994,"New Jersey Nets",82,3266,7125,235,739,1514,2038,1142,2528,3670,1919,715,582,1248,1901,8281
1994,"Orlando Magic",82,3263,7125,296,847,1525,2047,1197,2305,3502,2103,756,442,1228,1844,8347
1994,"Phoenix Suns",82,3379,7135,283,863,1438,1998,1086,2247,3333,2154,748,437,1254,1870,8479
1994,"Milwaukee Bucks",82,3255,6625,286,789,1684,2284,1086,2495,3581,2092,768,420,1416,1777,8480
1994,"Minnesota Timberwolves",82,3244,6874,227,738,1783,2451,1102,2296,3398,2108,824,549,1164,1855,8498
1994,"Dallas Mavericks",82,3212,6508,249,688,1841,2498,1101,2503,3604,1970,782,507,1428,1649,8514
1994,"Portland Trail Blazers",82,3311,7057,296,830,1661,2216,1016,2481,3497,2094,654,393,1391,1944,8579
1994,"Los Angeles Lakers",82,3337,7008,228,723,1683,2346,1284,2533,3817,2163,664,427,1344,1659,8585
1994,"Detroit Pistons",82,3255,6878,272,814,1805,2451,1191,2590,3781,2097,721,368,1169,1602,8587
1994,"Boston Celtics",82,3357,7034,231,665,1673,2218,1131,2508,3639,2089,690,414,1273,1738,8618
1994,"Philadelphia 76ers",82,3549,7338,263,795,1297,1744,1202,2607,3809,2357,806,385,1190,1729,8658
1994,"Golden State Warriors",82,3428,7332,305,869,1540,2108,1324,2408,3732,2184,842,408,1426,1870,8701
1994,"Charlotte Hornets",82,3463,7359,317,916,1507,2036,1217,2467,3684,2116,629,430,1260,1761,8750
1994,"Sacramento Kings",82,3360,7017,277,771,1767,2448,1189,2574,3763,2052,746,498,1341,1895,8764
1994,"Washington Bullets",82,3569,7026,252,723,1444,1996,1119,2362,3481,2113,815,470,1291,1823,8834
1994,"Los Angeles Clippers",82,3512,7421,308,882,1584,2209,1348,2568,3916,2220,898,476,1364,1788,8916
1995,"Cleveland Cavaliers",82,2803,6083,396,1108,1364,1801,851,2246,3097,1812,556,433,1213,1770,7366
1995,"New York Knicks",82,2800,6410,397,1165,1802,2449,1021,2317,3338,1584,639,324,1264,1907,7799
1995,"Atlanta Hawks",82,3001,6485,420,1212,1394,1919,1051,2391,3442,1733,608,320,1359,1815,7816
1995,"Indiana Pacers",82,2921,6408,475,1304,1516,2089,1048,2156,3204,1804,691,416,1370,2058,7833
1995,"Chicago Bulls",82,2923,6399,401,1150,1682,2280,1068,2252,3320,1713,687,369,1485,1892,7929
1995,"Charlotte Hornets",82,3088,6807,429,1289,1375,1859,1102,2365,3467,1898,535,368,1216,1859,7980
1995,"Utah Jazz",82,2845,6282,546,1431,1835,2477,917,2125,3042,1713,648,429,1353,2053,8071
1995,"Sacramento Kings",82,2964,6549,377,1240,1833,2473,1145,2268,3413,1820,756,515,1348,2033,8138
1995,"Portland Trail Blazers",82,2951,6465,442,1189,1794,2380,883,2295,3178,1789,638,405,1302,1938,8138
1995,"Philadelphia 76ers",82,3100,6663,467,1287,1569,2057,1143,2317,3460,1992,712,422,1299,1859,8236
1995,"Denver Nuggets",82,3050,6695,419,1208,1721,2296,1021,2207,3228,1784,640,460,1167,1956,8240
1995,"San Antonio Spurs",82,3168,6974,426,1251,1491,2089,1017,2303,3320,1878,633,408,1182,2063,8253
1995,"New Jersey Nets",82,3182,6904,440,1176,1495,2073,1056,2435,3491,1826,733,440,1104,1911,8299
1995,"Houston Rockets",82,3202,7061,506,1345,1407,1874,1165,2386,3551,1940,744,365,1274,1779,8317
1995,"Seattle SuperSonics",82,3008,6637,520,1514,1848,2514,1064,2207,3271,1849,652,493,1485,2024,8384
1995,"Miami Heat",82,3092,6566,511,1417,1732,2340,1036,2355,3391,1860,656,385,1332,1896,8427
1995,"Minnesota Timberwolves",82,3088,6509,468,1243,1820,2491,1169,2305,3474,2069,703,512,1323,1982,8464
1995,"Milwaukee Bucks",82,3248,6589,491,1242,1517,2081,1014,2337,3351,2103,770,407,1359,1973,8504
1995,"Orlando Magic",82,3242,7093,468,1239,1560,2106,1136,2226,3362,1986,700,367,1234,1954,8512
1995,"Boston Celtics",82,3303,6820,375,1047,1601,2225,1064,2335,3399,1999,653,454,1232,1922,8582
1995,"Los Angeles Lakers",82,3299,7050,456,1294,1580,2233,1283,2474,3757,2203,644,489,1390,1807,8634
1995,"Detroit Pistons",82,3120,6558,448,1235,1963,2720,1147,2432,3579,2013,693,439,1286,1746,8651
1995,"Los Angeles Clippers",82,3207,6470,388,1049,1876,2503,1083,2536,3619,1917,693,459,1506,1905,8678
1995,"Dallas Mavericks",82,3407,6982,432,1181,1454,1981,1053,2379,3432,1991,722,502,1250,1925,8700
1995,"Washington Bullets",82,3246,6768,438,1145,1771,2315,1107,2521,3628,1959,701,446,1359,1775,8701
1995,"Phoenix Suns",82,3320,6963,525,1544,1590,2138,1038,2431,3469,2149,658,391,1285,2026,8755
1995,"Golden State Warriors",82,3527,7233,492,1384,1565,2175,1196,2527,3723,2345,865,412,1326,2133,9111
1996,"Cleveland Cavaliers",82,2674,5787,513,1322,1400,1844,874,2167,3041,1818,504,336,1282,1667,7261
1996,"Detroit Pistons",82,2827,6375,505,1380,1458,2039,964,2268,3232,1729,556,385,1153,1887,7617
1996,"Chicago Bulls",82,2880,6428,437,1249,1424,1985,981,2136,3117,1592,595,312,1405,1856,7621
1996,"New York Knicks",82,2859,6471,442,1311,1621,2191,995,2425,3420,1671,653,281,1293,1762,7781
1996,"Miami Heat",82,2734,6303,446,1237,1878,2498,982,2315,3297,1645,662,403,1288,2031,7792
1996,"Utah Jazz",82,2747,6174,550,1428,1820,2422,936,2149,3085,1640,584,409,1284,1983,7864
1996,"Indiana Pacers",82,2841,6291,493,1368,1703,2302,1004,2051,3055,1726,663,420,1259,2041,7878
1996,"Seattle SuperSonics",82,2873,6553,533,1531,1654,2309,1074,2255,3329,1776,758,391,1517,2010,7933
1996,"Portland Trail Blazers",82,2953,6677,472,1355,1574,2127,932,2316,3248,1817,708,409,1192,1996,7952
1996,"Atlanta Hawks",82,3044,6419,479,1329,1392,1865,1054,2292,3346,1841,580,338,1405,1807,7959
1996,"San Antonio Spurs",82,3017,6866,441,1337,1485,2034,1109,2473,3582,1849,604,428,1257,1972,7960
1996,"New Jersey Nets",82,3006,6625,543,1415,1476,1994,1028,2355,3383,1876,665,516,1270,1925,8031
1996,"Los Angeles Lakers",82,3118,6806,442,1203,1395,1891,1146,2316,3462,2006,588,483,1334,1806,8073
1996,"Orlando Magic",82,3060,6736,496,1357,1499,2037,1087,2365,3452,1869,644,324,1238,1827,8115
1996,"Vancouver Grizzlies",82,3080,6486,459,1226,1561,2129,1102,2550,3652,1988,698,474,1423,1785,8180
1996,"Denver Nuggets",82,3091,6741,453,1235,1600,2105,934,2385,3319,1875,617,418,1130,1899,8235
1996,"Houston Rockets",82,3178,6910,482,1344,1423,2012,1126,2499,3625,1945,670,400,1224,1847,8261
1996,"Milwaukee Bucks",82,3084,6421,514,1296,1590,2193,998,2305,3303,1940,648,373,1212,1752,8272
1996,"Washington Bullets",82,3061,6650,377,1103,1822,2378,1105,2370,3475,1690,696,390,1362,1891,8321
1996,"Sacramento Kings",82,2987,6461,461,1215,1950,2596,1056,2312,3368,1805,767,505,1356,2006,8385
1996,"Los Angeles Clippers",82,3090,6471,444,1195,1824,2444,1034,2362,3396,1658,689,401,1357,1860,8448
1996,"Golden State Warriors",82,3206,6753,477,1308,1564,2097,1114,2292,3406,2098,698,385,1375,1959,8453
1996,"Minnesota Timberwolves",82,3086,6586,530,1393,1761,2368,1036,2317,3353,1966,725,498,1343,1940,8463
1996,"Charlotte Hornets",82,3254,6651,530,1340,1440,1957,953,2358,3311,2049,536,368,1215,1829,8478
1996,"Phoenix Suns",82,3217,6837,551,1492,1540,2083,1003,2382,3385,2088,586,420,1191,2011,8525
1996,"Philadelphia 76ers",82,3284,6796,526,1421,1472,1986,1164,2478,3642,2109,723,469,1288,1912,8566
1996,"Toronto Raptors",82,3146,6624,519,1416,1799,2416,1098,2274,3372,1990,766,482,1326,1739,8610
1996,"Boston Celtics",82,3296,6856,415,1162,1767,2366,1040,2590,3630,1916,667,489,1314,1965,8774
1996,"Dallas Mavericks",82,3403,6921,470,1193,1535,2097,1087,2726,3813,1978,702,531,1348,1841,8811
1997,"Cleveland Cavaliers",82,2488,5638,459,1230,1587,2138,845,2186,3031,1647,549,350,1331,1748,7022
1997,"Detroit Pistons",82,2768,6231,528,1430,1229,1668,964,2264,3228,1795,488,282,1195,1784,7293
1997,"Miami Heat",82,2687,6226,411,1134,1541,2108,999,2321,3320,1512,646,392,1324,1831,7326
1997,"Atlanta Hawks",82,2804,6451,485,1399,1235,1676,1045,2225,3270,1665,605,332,1267,1747,7328
1997,"New York Knicks",82,2665,6272,481,1374,1752,2389,911,2220,3131,1589,727,295,1333,1882,7563
1997,"Chicago Bulls",82,2898,6653,471,1408,1305,1770,1088,2205,3293,1619,624,286,1293,1732,7572
1997,"Seattle SuperSonics",82,2759,6259,613,1644,1513,2042,1015,2256,3271,1751,634,423,1535,1927,7644
1997,"Utah Jazz",82,2708,6188,521,1480,1796,2395,957,2101,3058,1593,639,373,1330,2045,7733
1997,"Indiana Pacers",82,2799,6357,499,1440,1642,2182,1004,2261,3265,1737,693,418,1289,1952,7739
1997,"Orlando Magic",82,2966,6450,455,1327,1361,1860,1080,2398,3478,1798,704,417,1314,1769,7748
1997,"Portland Trail Blazers",82,2798,6423,457,1279,1719,2327,952,2197,3149,1703,656,428,1242,1887,7772
1997,"Los Angeles Lakers",82,2922,6619,479,1379,1527,2126,1110,2368,3478,1880,620,388,1341,1934,7850
1997,"Houston Rockets",82,3030,6845,519,1547,1302,1785,1029,2332,3361,1835,731,365,1172,1735,7881
1997,"Dallas Mavericks",82,2966,6469,538,1444,1482,1974,1098,2428,3526,1794,687,433,1284,1720,7952
1997,"Charlotte Hornets",82,3056,6650,487,1364,1356,1857,1077,2256,3333,1783,532,335,1143,1781,7955
1997,"Milwaukee Bucks",82,2999,6355,369,1080,1606,2197,975,2257,3232,1820,688,392,1201,1777,7973
1997,"Minnesota Timberwolves",82,2945,6539,467,1290,1646,2184,1069,2364,3433,1785,654,445,1283,1829,8003
1997,"Washington Bullets",82,3011,6637,492,1327,1500,2004,1022,2336,3358,1671,665,334,1356,1769,8014
1997,"San Antonio Spurs",82,3002,6379,552,1425,1508,2042,1048,2302,3350,1955,664,448,1180,1646,8064
1997,"Toronto Raptors",82,2971,6390,497,1427,1646,2274,1033,2352,3385,1967,675,442,1338,1799,8085
1997,"Vancouver Grizzlies",82,3092,6556,500,1369,1468,2018,1206,2426,3632,1974,725,461,1251,1593,8152
1997,"Los Angeles Clippers",82,2975,6445,480,1345,1732,2312,1051,2450,3501,1654,737,419,1369,1860,8162
1997,"Sacramento Kings",82,3010,6521,442,1254,1723,2337,1063,2341,3404,1777,716,429,1257,1789,8185
1997,"New Jersey Nets",82,3100,6684,520,1398,1628,2185,1065,2464,3529,1925,675,516,1257,1780,8348
1997,"Phoenix Suns",82,3183,6818,545,1479,1466,1984,1048,2461,3509,1996,662,372,1298,1840,8377
1997,"Denver Nuggets",82,3297,7063,484,1232,1457,1943,1086,2459,3545,1846,724,453,1057,1725,8535
1997,"Golden State Warriors",82,3199,6735,581,1558,1578,2103,1089,2272,3361,2159,824,395,1288,1886,8557
1997,"Philadelphia 76ers",82,3314,7045,558,1529,1565,2134,1186,2453,3639,2066,822,494,1278,2008,8751
1997,"Boston Celtics",82,3365,6696,493,1351,1626,2257,1005,2628,3633,2130,720,557,1446,1827,8849
1998,"San Antonio Spurs",82,2737,6656,338,1029,1448,1956,1017,2236,3253,1556,730,378,1045,1845,7260
1998,"New York Knicks",82,2624,6130,331,1045,1728,2304,854,2341,3195,1585,653,313,1234,1705,7307
1998,"Chicago Bulls",82,2797,6483,329,1022,1425,1956,1016,2239,3255,1595,657,356,1268,1774,7348
1998,"Cleveland Cavaliers",82,2689,6214,341,992,1642,2175,948,2229,3177,1790,707,455,1444,1904,7361
1998,"Indiana Pacers",82,2788,6451,274,867,1525,2096,1114,2254,3368,1591,644,366,1239,1847,7375
1998,"Miami Heat",82,2723,6355,305,921,1632,2195,1058,2232,3290,1630,637,370,1214,1851,7383
1998,"Orlando Magic",82,2930,6460,313,967,1302,1769,1089,2268,3357,1740,747,388,1259,1866,7475
1998,"Atlanta Hawks",82,2961,6698,348,1017,1302,1772,1081,2152,3233,1753,617,372,1118,1892,7572
1998,"Detroit Pistons",82,2840,6377,363,1100,1549,2077,991,2334,3325,1753,648,382,1263,1874,7592
1998,"Portland Trail Blazers",82,2810,6520,373,1087,1626,2253,1011,2201,3212,1764,770,445,1160,1823,7619
1998,"Seattle SuperSonics",82,2896,6491,417,1287,1449,2001,1141,2314,3455,1825,640,403,1395,1824,7658
1998,"Phoenix Suns",82,2923,6618,394,1091,1501,2051,1051,2343,3394,1803,720,323,1363,1769,7741
1998,"Utah Jazz",82,2806,6390,401,1122,1730,2284,984,2012,2996,1690,645,423,1157,2133,7743
1998,"Charlotte Hornets",82,2977,6417,369,1063,1436,1964,965,2259,3224,1806,582,372,1240,1902,7759
1998,"Philadelphia 76ers",82,2906,6440,384,1115,1651,2262,1115,2341,3456,1927,766,508,1318,1904,7847
1998,"Milwaukee Bucks",82,2911,6319,304,929,1779,2393,1002,2259,3261,1746,765,398,1348,1808,7905
1998,"Washington Wizards",82,2975,6540,348,977,1623,2172,1029,2468,3497,1725,632,372,1328,1924,7921
1998,"Golden State Warriors",82,2992,6742,334,962,1667,2286,1134,2535,3669,2011,757,478,1154,1638,7985
1998,"Dallas Mavericks",82,3138,6819,386,1130,1333,1868,1223,2644,3867,1882,658,374,1240,1608,7995
1998,"Los Angeles Lakers",82,2984,6800,380,1071,1669,2281,1123,2339,3462,1841,660,423,1281,2151,8017
1998,"New Jersey Nets",82,3016,6406,356,1030,1653,2211,1079,2316,3395,1771,616,515,1482,2023,8041
1998,"Boston Celtics",82,2864,5981,299,940,2052,2756,1015,2446,3461,1826,696,406,1691,1719,8079
1998,"Sacramento Kings",82,3095,6776,345,968,1560,2102,1157,2533,3690,1824,694,466,1256,1775,8095
1998,"Houston Rockets",82,3173,6769,409,1120,1406,1891,1041,2326,3367,1914,732,365,1170,1747,8161
1998,"Minnesota Timberwolves",82,3076,6860,432,1206,1648,2220,1116,2411,3527,1909,609,412,1228,1863,8232
1998,"Denver Nuggets",82,3015,6370,419,1105,1817,2410,1095,2401,3496,1983,662,535,1243,1782,8266
1998,"Los Angeles Clippers",82,3236,6832,334,923,1663,2267,1169,2469,3638,1826,726,412,1158,1747,8469
1998,"Vancouver Grizzlies",82,3230,6797,428,1111,1634,2233,1145,2357,3502,2101,836,538,1163,1832,8522
1998,"Toronto Raptors",82,3271,6826,396,1034,1603,2289,1270,2506,3776,2219,737,514,1370,1748,8541
1999,"Atlanta Hawks",50,1598,3873,190,634,784,1076,581,1369,1950,895,379,243,675,1202,4170
