season,team,g,opp_fg,opp_fga,opp_fg3,opp_fg3a,opp_ft,opp_fta,opp_orb,opp_drb,opp_trb,opp_ast,opp_stl,opp_blk,opp_tov,opp_pf,opp_pts
1999,"Miami Heat",50,1565,3805,211,606,860,1167,619,1342,1961,853,387,188,677,1102,4201
1999,"San Antonio Spurs",50,1631,4061,170,559,805,1148,696,1407,2103,941,437,243,730,1148,4237
1999,"New York Knicks",50,1528,3790,234,662,979,1335,616,1426,2042,923,425,215,766,1035,4269
1999,"Utah Jazz",50,1595,3863,214,666,936,1299,635,1294,1929,904,431,264,744,1309,4340
1999,"Orlando Magic",50,1708,3856,230,667,697,986,595,1424,2019,1039,468,239,863,1111,4343
1999,"Detroit Pistons",50,1585,3639,236,682,941,1317,548,1377,1925,1043,424,225,770,1113,4347
1999,"Philadelphia 76ers",50,1599,3784,241,716,941,1288,619,1402,2021,999,435,263,896,1185,4380
1999,"Cleveland Cavaliers",50,1597,3664,236,675,978,1316,591,1405,1996,1056,392,282,821,1198,4408
1999,"Portland Trail Blazers",50,1644,3939,220,691,916,1263,616,1388,2004,962,411,244,785,1142,4424
1999,"Milwaukee Bucks",50,1600,3746,272,814,1029,1369,657,1398,2055,1018,399,194,830,1020,4501
1999,"Golden State Warriors",50,1617,3848,193,575,1114,1531,656,1503,2159,1023,400,304,735,1027,4541
1999,"Indiana Pacers",50,1706,3935,206,634,928,1227,626,1426,2052,955,357,238,652,1127,4546
1999,"Chicago Bulls",50,1723,3786,208,612,914,1247,551,1568,2119,1099,444,285,782,1074,4568
1999,"Houston Rockets",50,1793,4136,230,645,779,1062,664,1391,2055,1034,441,245,653,1030,4595
1999,"Minnesota Timberwolves",50,1680,3823,213,654,1055,1470,591,1563,2154,1114,363,262,836,1017,4628
1999,"Toronto Raptors",50,1694,3855,255,686,996,1368,614,1393,2007,1095,446,258,773,1088,4639
1999,"Charlotte Hornets",50,1739,4003,212,637,959,1306,655,1491,2146,1092,443,232,762,1151,4649
1999,"Phoenix Suns",50,1772,3936,272,755,850,1224,614,1506,2120,1064,410,205,812,1065,4666
1999,"Washington Wizards",50,1705,3826,218,619,1044,1418,617,1517,2134,1079,402,212,792,1087,4672
1999,"Dallas Mavericks",50,1815,4037,216,686,855,1193,660,1519,2179,1073,361,244,699,1042,4701
1999,"Boston Celtics",50,1725,3896,175,561,1118,1506,642,1544,2186,1018,461,253,841,1001,4743
1999,"New Jersey Nets",50,1796,3968,223,654,943,1298,624,1581,2205,968,395,326,813,1084,4758
1999,"Seattle SuperSonics",50,1838,4026,264,765,857,1187,652,1446,2098,1111,399,224,746,1165,4797
1999,"Los Angeles Lakers",50,1759,3992,217,653,1064,1501,628,1403,2031,1062,408,196,716,1271,4799
1999,"Vancouver Grizzlies",50,1813,3917,229,653,1021,1400,673,1456,2129,1189,490,328,779,1165,4876
1999,"Los Angeles Clippers",50,1830,3858,222,627,1078,1445,640,1506,2146,1101,419,289,782,1042,4960
1999,"Denver Nuggets",50,1885,4017,237,640,997,1339,620,1502,2122,1175,396,274,701,1103,5004
1999,"Sacramento Kings",50,2009,4500,219,652,793,1113,750,1598,2348,1165,490,221,790,1102,5030
2000,"San Antonio Spurs",82,2884,6781,355,1036,1276,1726,986,2410,3396,1667,645,429,1181,1893,7399
2000,"New York Knicks",82,2711,6398,404,1197,1609,2153,927,2441,3368,1609,603,354,1161,1799,7435
2000,"Portland Trail Blazers",82,2825,6557,394,1195,1422,1985,978,2220,3198,1705,652,350,1186,1872,7466
2000,"Miami Heat",82,2782,6595,408,1130,1512,2022,974,2341,3315,1582,621,364,1150,1795,7484
2000,"Utah Jazz",82,2781,6240,388,1097,1598,2141,887,2236,3123,1620,588,411,1270,2023,7548
2000,"Los Angeles Lakers",82,2838,6824,372,1142,1518,2045,1007,2531,3538,1597,627,345,1196,2099,7566
2000,"Philadelphia 76ers",82,2867,6595,417,1172,1510,2001,1065,2501,3566,1828,631,531,1444,1977,7661
2000,"Phoenix Suns",82,2825,6665,403,1146,1630,2205,1071,2465,3536,1700,733,427,1422,1794,7683
2000,"Chicago Bulls",82,2916,6396,358,1049,1533,2070,1000,2416,3416,1902,853,461,1244,1966,7723
2000,"Charlotte Hornets",82,3048,6811,410,1086,1347,1807,966,2550,3516,1903,604,421,1297,2076,7853
2000,"Minnesota Timberwolves",82,2924,6576,380,1066,1644,2185,916,2440,3356,1737,591,344,1232,1685,7872
2000,"Indiana Pacers",82,3113,6982,329,1006,1374,1821,1040,2545,3585,1735,610,323,1126,1910,7929
2000,"Toronto Raptors",82,3002,6615,346,1021,1631,2136,961,2552,3513,1790,557,434,1250,1874,7981
2000,"Seattle SuperSonics",82,3132,6941,440,1293,1343,1795,1084,2611,3695,1939,590,433,1258,1839,8047
2000,"New Jersey Nets",82,3125,6741,368,1013,1503,2012,1129,2657,3786,1866,568,469,1366,1869,8121
2000,"Orlando Magic",82,3076,6919,431,1277,1567,2104,1094,2473,3567,1991,724,475,1488,2008,8150
2000,"Vancouver Grizzlies",82,3136,6613,361,1083,1530,1989,970,2336,3306,1932,725,519,1234,1912,8163
2000,"Atlanta Hawks",82,3211,7060,373,1015,1381,1796,1052,2474,3526,1886,655,404,1001,1830,8176
2000,"Washington Wizards",82,3005,6547,390,1052,1790,2405,962,2418,3380,1793,686,503,1225,1967,8190
2000,"Boston Celtics",82,2960,6304,359,995,1929,2563,857,2534,3391,1798,638,473,1395,1928,8208
2000,"Houston Rockets",82,3226,7074,350,990,1425,1829,1027,2451,3478,1863,735,433,1126,1833,8227
2000,"Cleveland Cavaliers",82,2983,6736,420,1229,1851,2385,1013,2586,3599,1942,659,500,1389,2058,8237
2000,"Milwaukee Bucks",82,3033,6644,531,1357,1685,2241,1037,2368,3405,1987,637,340,1303,1870,8282
2000,"Denver Nuggets",82,3129,6953,399,1126,1632,2174,1027,2606,3633,2003,616,462,1179,1937,8289
2000,"Dallas Mavericks",82,3225,7053,429,1244,1484,2005,1251,2719,3970,1901,604,416,1318,1814,8363
2000,"Detroit Pistons",82,3119,6706,458,1234,1669,2237,973,2504,3477,1893,652,396,1400,2219,8365
2000,"Sacramento Kings",82,3269,7239,396,1123,1434,1910,1143,2761,3904,1950,753,404,1437,1943,8368
2000,"Los Angeles Clippers",82,3281,6879,417,1077,1512,2041,1038,2699,3737,1975,621,377,1172,1731,8491
2000,"Golden State Warriors",82,3165,6776,427,1163,1755,2328,1091,2691,3782,2036,690,495,1338,1887,8512
2001,"New York Knicks",82,2568,6159,445,1266,1478,2015,872,2418,3290,1573,596,338,1216,1754,7059
2001,"Miami Heat",82,2701,6261,360,1087,1339,1818,914,2528,3442,1421,598,424,1275,1824,7101
2001,"San Antonio Spurs",82,2837,6770,343,1043,1233,1664,967,2432,3399,1617,600,426,1107,1946,7250
2001,"Charlotte Hornets",82,2767,6501,389,1081,1444,1910,892,2436,3328,1748,616,375,1204,1768,7367
2001,"Philadelphia 76ers",82,2871,6699,427,1248,1243,1660,985,2366,3351,1771,672,458,1261,1938,7412
2001,"Portland Trail Blazers",82,2819,6436,406,1103,1436,1930,946,2238,3184,1745,646,324,1216,1738,7480
2001,"Phoenix Suns",82,2792,6422,327,937,1618,2127,902,2588,3490,1652,682,416,1433,1819,7529
2001,"Utah Jazz",82,2667,6076,410,1194,1830,2391,874,2183,3057,1564,699,453,1320,2007,7574
2001,"Indiana Pacers",82,2829,6683,377,1121,1572,2074,1042,2495,3537,1695,589,387,1115,1882,7607
2001,"Houston Rockets",82,3020,6733,359,1015,1385,1862,988,2420,3408,1735,605,400,1092,1771,7784
2001,"Los Angeles Clippers",82,2995,6800,354,1075,1474,1983,1042,2439,3481,1791,638,412,1045,1795,7818
2001,"Toronto Raptors",82,3009,6725,379,1045,1425,1890,926,2511,3437,1696,561,439,1156,1792,7822
2001,"Sacramento Kings",82,3087,7139,401,1131,1291,1724,1121,2643,3764,1816,666,476,1334,1766,7866
2001,"Minnesota Timberwolves",82,2977,6588,350,996,1567,2164,967,2505,3472,1834,583,357,1246,1655,7871
2001,"Atlanta Hawks",82,2922,6609,396,1080,1646,2153,1029,2534,3563,1737,698,513,1212,1696,7886
2001,"Dallas Mavericks",82,2938,6693,381,1140,1631,2231,1068,2623,3691,1778,622,379,1273,1848,7888
2001,"Cleveland Cavaliers",82,2927,6582,422,1155,1633,2125,990,2400,3390,1880,694,542,1229,1810,7909
2001,"Orlando Magic",82,2830,6499,366,1059,1885,2566,1061,2609,3670,1793,695,440,1408,1946,7911
2001,"Chicago Bulls",82,2987,6330,346,973,1607,2202,957,2551,3508,1932,635,426,1217,1754,7927
2001,"Boston Celtics",82,2935,6392,430,1170,1634,2178,888,2650,3538,1885,650,440,1402,1903,7934
2001,"Milwaukee Bucks",82,2912,6626,439,1246,1679,2186,1014,2490,3504,1883,592,350,1273,1778,7942
2001,"New Jersey Nets",82,2937,6452,428,1189,1664,2231,1001,2622,3623,1840,619,522,1304,1808,7966
2001,"Los Angeles Lakers",82,2983,6815,413,1168,1595,2114,981,2407,3388,1659,619,324,1073,2002,7974
2001,"Seattle SuperSonics",82,3076,6783,471,1351,1353,1824,1046,2431,3477,1957,648,510,1228,1816,7976
2001,"Detroit Pistons",82,2976,6850,428,1229,1596,2169,1012,2671,3683,1860,669,397,1274,2062,7976
2001,"Vancouver Grizzlies",82,3143,6791,389,1075,1317,1798,1052,2534,3586,1935,710,476,1217,1768,7992
2001,"Denver Nuggets",82,3081,6914,416,1168,1542,2049,1012,2642,3654,2042,588,497,1075,1758,8120
2001,"Washington Wizards",82,3100,6596,433,1093,1559,2088,931,2410,3341,1902,688,511,1230,1974,8192
2001,"Golden State Warriors",82,3179,6740,439,1159,1529,2011,1039,2693,3732,2045,722,493,1348,1765,8326
2002,"Miami Heat",82,2666,6279,379,1109,1565,2127,894,2484,3378,1461,620,353,1134,1709,7276
2002,"Philadelphia 76ers",82,2771,6500,438,1322,1350,1798,981,2348,3329,1768,654,458,1208,1827,7330
2002,"San Antonio Spurs",82,2883,6775,374,1108,1283,1651,1003,2429,3432,1543,635,428,1192,1896,7423
2002,"Toronto Raptors",82,2820,6390,377,1089,1513,2011,995,2436,3431,1629,628,393,1250,1612,7530
2002,"New Jersey Nets",82,2858,6668,409,1175,1423,1890,999,2517,3516,1563,669,439,1317,1667,7548
2002,"Detroit Pistons",82,2926,6546,359,993,1349,1787,991,2511,3502,1638,651,335,1273,1874,7560
2002,"Charlotte Hornets",82,2850,6594,433,1156,1488,1938,963,2399,3362,1639,625,422,1140,1703,7621
2002,"Portland Trail Blazers",82,2951,6508,466,1285,1312,1771,890,2328,3218,1945,612,410,1208,1651,7680
2002,"Boston Celtics",82,2797,6579,514,1511,1612,2091,954,2807,3761,1802,623,476,1335,1734,7720
2002,"Los Angeles Lakers",82,2872,6777,399,1259,1577,2072,1016,2526,3542,1643,587,354,1148,1890,7720
2002,"Washington Wizards",82,2953,6534,422,1191,1396,1849,960,2376,3336,1818,573,414,1095,1713,7724
2002,"Seattle SuperSonics",82,2966,6605,472,1374,1362,1844,1091,2326,3417,1832,568,400,1254,1627,7766
2002,"Utah Jazz",82,2777,6218,465,1215,1779,2308,927,2204,3131,1585,748,548,1371,2069,7798
2002,"New York Knicks",82,2924,6570,443,1256,1550,2047,959,2540,3499,1762,686,385,1103,1670,7841
2002,"Phoenix Suns",82,2957,6663,433,1208,1511,2013,1030,2493,3523,1821,685,475,1265,1521,7858
2002,"Minnesota Timberwolves",82,2962,6654,492,1321,1452,1958,912,2326,3238,1855,542,407,1097,1676,7868
2002,"Los Angeles Clippers",82,3074,6866,407,1145,1329,1783,1064,2379,3443,1859,612,439,1055,1775,7884
2002,"Indiana Pacers",82,2977,6800,418,1200,1544,2062,1048,2514,3562,1771,618,466,1173,1855,7916
2002,"Sacramento Kings",82,3128,7108,386,1145,1312,1764,1065,2617,3682,1839,633,387,1246,1827,7954
2002,"Houston Rockets",82,3191,6875,370,1028,1221,1623,1045,2507,3552,1838,576,415,988,1647,7973
2002,"Memphis Grizzlies",82,3119,6829,398,1112,1346,1788,1135,2560,3695,1961,781,457,1207,1784,7982
2002,"Milwaukee Bucks",82,3016,6846,493,1377,1489,1967,1050,2438,3488,1883,599,361,1054,1642,8014
2002,"Chicago Bulls",82,3027,6514,421,1177,1560,2090,944,2553,3497,2066,681,399,1178,1720,8035
2002,"Denver Nuggets",82,3005,6540,424,1173,1602,2144,995,2529,3524,1968,671,560,1173,1646,8036
2002,"Atlanta Hawks",82,3065,6675,472,1329,1456,1957,1004,2523,3527,1856,705,509,1239,1647,8058
2002,"Cleveland Cavaliers",82,3053,6678,473,1200,1506,2014,928,2382,3310,1989,602,459,1063,1638,8085
2002,"Orlando Magic",82,3116,6828,409,1161,1470,1994,1086,2633,3719,1930,659,384,1292,1740,8111
2002,"Dallas Mavericks",82,3094,6851,452,1293,1640,2184,1065,2600,3665,1865,589,377,1155,1788,8280
2002,"Golden State Warriors",82,3213,6993,404,1162,1622,2125,1100,2450,3550,2002,706,512,1176,1949,8452
2003,"Detroit Pistons",82,2744,6269,289,839,1413,1895,859,2528,3387,1501,568,355,1149,1904,7190
2003,"New Jersey Nets",82,2757,6461,425,1185,1453,1941,932,2461,3393,1607,693,423,1358,1880,7392
2003,"San Antonio Spurs",82,2862,6703,354,1043,1334,1737,1029,2322,3351,1559,665,422,1231,1915,7412
2003,"Miami Heat",82,2713,6208,406,1149,1598,2129,872,2587,3459,1482,626,436,1173,1671,7430
2003,"New Orleans Hornets",82,2857,6518,338,1001,1474,1925,909,2368,3277,1630,647,427,1196,1754,7526
2003,"Seattle SuperSonics",82,2871,6424,472,1371,1351,1821,938,2462,3400,1703,500,409,1209,1671,7565
2003,"Utah Jazz",82,2751,6346,437,1252,1627,2143,1011,2120,3131,1601,723,427,1305,1950,7566
2003,"Houston Rockets",82,2891,6681,386,1113,1399,1805,979,2353,3332,1683,663,381,1082,1794,7567
2003,"Denver Nuggets",82,2696,6087,420,1134,1768,2337,861,2443,3304,1764,742,538,1405,1789,7580
2003,"Washington Wizards",82,2877,6507,449,1242,1382,1792,949,2447,3396,1776,612,358,1171,1804,7585
2003,"Portland Trail Blazers",82,2942,6540,438,1285,1267,1659,912,2292,3204,1863,683,391,1270,1670,7589
2003,"Boston Celtics",82,2804,6450,463,1400,1560,2084,937,2750,3687,1824,617,367,1315,1798,7631
2003,"Indiana Pacers",82,2860,6690,407,1197,1527,1992,1006,2458,3464,1696,620,513,1258,1923,7654
2003,"Phoenix Suns",82,2913,6658,436,1361,1479,1932,1031,2487,3518,1824,639,453,1309,1763,7741
2003,"Philadelphia 76ers",82,2876,6363,453,1278,1547,2035,908,2400,3308,1809,639,521,1405,1885,7752
2003,"Dallas Mavericks",82,2926,6687,477,1401,1477,2032,1045,2682,3727,1781,547,322,1316,1746,7806
2003,"Sacramento Kings",82,2991,7125,373,1166,1454,1962,1145,2614,3759,1759,684,356,1262,1635,7809
2003,"Minnesota Timberwolves",82,3005,6873,472,1362,1394,1853,974,2444,3418,1871,571,405,1116,1686,7876
2003,"Toronto Raptors",82,3037,6592,370,986,1490,1964,976,2601,3577,1729,604,406,1125,1702,7934
2003,"New York Knicks",82,2961,6478,358,1053,1691,2193,935,2613,3548,1732,627,308,1179,1631,7971
2003,"Atlanta Hawks",82,3015,6908,446,1243,1530,2013,1073,2420,3493,1771,738,409,1068,1668,8006
2003,"Los Angeles Clippers",82,3035,6787,454,1244,1507,1946,1046,2460,3506,1840,652,418,1152,1844,8031
2003,"Los Angeles Lakers",82,2976,6725,465,1223,1622,2133,957,2495,3452,1753,644,311,1190,1916,8039
2003,"Orlando Magic",82,3007,6602,405,1211,1648,2150,970,2596,3566,1837,643,411,1341,1823,8067
2003,"Milwaukee Bucks",82,3043,6641,479,1278,1574,2114,1021,2541,3562,1892,543,333,1182,1685,8139
2003,"Chicago Bulls",82,2991,6817,431,1333,1794,2394,1117,2572,3689,1949,768,413,1208,1796,8207
2003,"Memphis Grizzlies",82,3224,7008,431,1188,1381,1819,1126,2555,3681,1991,714,430,1213,1782,8260
2003,"Cleveland Cavaliers",82,3072,6786,428,1197,1712,2219,932,2491,3423,1972,802,494,1162,1709,8284
2003,"Golden State Warriors",82,3240,7175,438,1177,1575,2084,1204,2388,3592,1934,710,491,1121,1936,8493
2004,"San Antonio Spurs",82,2613,6388,311,951,1372,1844,909,2459,3368,1419,635,380,1254,1837,6909
2004,"Detroit Pistons",82,2633,6378,356,1180,1287,1730,980,2353,3333,1561,649,410,1310,1877,6909
2004,"Indiana Pacers",82,2671,6180,329,1014,1350,1800,867,2423,3290,1649,582,512,1301,1794,7021
2004,"New Jersey Nets",82,2693,6302,418,1193,1392,1830,873,2471,3344,1627,656,374,1321,1739,7196
2004,"Houston Rockets",82,2636,6405,457,1227,1491,2024,907,2351,3258,1689,710,359,1103,1695,7220
2004,"Toronto Raptors",82,2722,6365,273,889,1536,2055,1034,2662,3696,1518,590,333,1196,1619,7253
2004,"Minnesota Timberwolves",82,2741,6625,395,1181,1426,1893,1001,2400,3401,1701,547,296,1106,1656,7303
2004,"Miami Heat",82,2658,6205,431,1256,1612,2100,892,2486,3378,1526,578,439,1207,1729,7359
2004,"Utah Jazz",82,2541,5879,415,1209,1874,2431,868,2131,2999,1528,666,530,1262,1999,7371
2004,"Philadelphia 76ers",82,2751,6369,443,1329,1474,1982,996,2398,3394,1747,678,463,1245,1757,7419
2004,"New Orleans Hornets",82,2843,6443,444,1301,1407,1877,972,2477,3449,1790,613,429,1282,1734,7537
2004,"Portland Trail Blazers",82,2954,6567,417,1222,1219,1618,1016,2292,3308,1912,657,390,1120,1534,7544
2004,"New York Knicks",82,2785,6491,415,1228,1678,2198,950,2444,3394,1676,675,383,1132,1600,7663
2004,"Golden State Warriors",82,2948,6630,414,1107,1399,1875,981,2532,3513,1762,666,418,1145,1801,7709
2004,"Memphis Grizzlies",82,2859,6550,369,1091,1643,2150,1099,2508,3607,1674,673,461,1395,1891,7730
2004,"Los Angeles Lakers",82,2920,6640,420,1247,1472,1964,922,2558,3480,1708,616,308,1254,2024,7732
2004,"Cleveland Cavaliers",82,2956,6759,431,1162,1491,1990,971,2475,3446,1783,635,434,1071,1656,7834
2004,"Chicago Bulls",82,2882,6611,439,1235,1673,2238,1011,2682,3693,1890,694,446,1250,1684,7876
2004,"Denver Nuggets",82,3019,6662,376,1056,1470,2020,1056,2465,3521,1931,664,479,1399,1895,7884
2004,"Boston Celtics",82,2894,6626,555,1534,1587,2156,1069,2524,3593,1882,719,408,1406,1819,7930
2004,"Milwaukee Bucks",82,3034,6719,456,1296,1428,1932,983,2521,3504,1870,615,406,1164,1878,7952
2004,"Washington Wizards",82,3061,6740,424,1238,1444,1874,1048,2520,3568,1966,786,448,1321,1783,7990
2004,"Atlanta Hawks",82,2968,6740,482,1345,1574,2072,1048,2485,3533,1803,731,416,1151,1699,7992
2004,"Seattle SuperSonics",82,2980,6622,486,1394,1570,2028,1068,2430,3498,1728,629,387,1211,1658,8016
2004,"Sacramento Kings",82,3140,6920,409,1205,1333,1780,1080,2521,3601,1743,651,413,1225,1817,8022
2004,"Phoenix Suns",82,2975,6671,479,1374,1601,2093,1038,2550,3588,1760,649,431,1304,1589,8030
2004,"Los Angeles Clippers",82,3075,6687,452,1256,1545,2086,1033,2358,3391,1874,693,437,1122,1861,8147
2004,"Dallas Mavericks",82,3133,6824,534,1471,1462,1960,1009,2562,3571,1937,582,382,1242,1690,8262
2004,"Orlando Magic",82,3169,6804,491,1301,1458,1964,1072,2570,3642,2004,625,450,1111,1691,8287
2005,"San Antonio Spurs",82,2712,6359,323,881,1501,1955,893,2403,3296,1385,594,421,1240,1891,7248
2005,"Detroit Pistons",82,2791,6496,410,1213,1344,1790,928,2321,3249,1618,610,367,1135,1851,7336
2005,"Houston Rockets",82,2720,6423,454,1343,1571,2116,892,2444,3336,1696,607,335,1087,1773,7465
2005,"Memphis Grizzlies",82,2684,6215,426,1215,1679,2179,993,2387,3380,1633,612,476,1303,1853,7473
2005,"Indiana Pacers",82,2768,6284,391,1071,1637,2202,972,2416,3388,1540,549,398,1142,1883,7564
2005,"New Jersey Nets",82,2710,6167,485,1319,1714,2304,874,2503,3377,1666,601,402,1283,1881,7619
2005,"Chicago Bulls",82,2763,6548,416,1245,1716,2305,979,2524,3503,1715,685,434,1272,1914,7658
2005,"Miami Heat",82,2865,6705,441,1269,1621,2134,922,2397,3319,1620,611,264,1085,2020,7792
2005,"Minnesota Timberwolves",82,2967,6777,468,1291,1413,1880,1032,2359,3391,1783,540,323,963,1629,7815
2005,"New Orleans Hornets",82,2847,6299,494,1346,1644,2122,947,2485,3432,1742,634,452,1168,1728,7832
2005,"Cleveland Cavaliers",82,2913,6444,422,1122,1601,2135,938,2324,3262,1737,549,419,1213,1770,7849
2005,"Los Angeles Clippers",82,2936,6618,485,1317,1555,2041,986,2255,3241,1732,638,393,1122,1934,7912
2005,"Seattle SuperSonics",82,2932,6382,470,1317,1591,2124,930,2174,3104,1698,508,390,1085,1949,7925
2005,"Dallas Mavericks",82,2941,6712,451,1366,1601,2123,1072,2467,3539,1714,584,399,1278,1899,7934
2005,"Portland Trail Blazers",82,3056,6842,440,1283,1397,1851,1149,2312,3461,1923,700,414,1102,1670,7949
2005,"Utah Jazz",82,2731,5965,486,1297,2027,2653,859,2230,3089,1592,646,474,1182,2058,7975
2005,"Denver Nuggets",82,2950,6606,463,1342,1632,2189,975,2441,3416,1778,636,458,1342,1960,7995
2005,"New York Knicks",82,3001,6454,464,1276,1711,2264,969,2448,3417,1697,602,389,1195,1736,8177
2005,"Philadelphia 76ers",82,2930,6618,565,1560,1764,2299,952,2663,3615,1878,681,383,1394,1929,8189
2005,"Milwaukee Bucks",82,3098,6678,463,1349,1559,2022,935,2413,3348,1953,611,370,1067,1953,8218
2005,"Charlotte Bobcats",82,3015,6507,442,1224,1748,2279,959,2586,3545,1768,624,446,1297,1858,8220
2005,"Boston Celtics",82,2960,6664,488,1370,1825,2423,1039,2427,3466,1859,714,402,1277,1937,8233
2005,"Washington Wizards",82,3099,6748,521,1432,1549,2034,1017,2510,3527,1885,586,412,1306,1995,8268
2005,"Golden State Warriors",82,3133,6838,450,1239,1555,2087,1057,2771,3828,1858,570,417,1257,1782,8271
2005,"Toronto Raptors",82,3133,6708,435,1222,1610,2165,991,2720,3711,1814,507,360,1182,1795,8311
2005,"Sacramento Kings",82,3186,6941,471,1318,1485,2011,1102,2532,3634,1766,622,365,1204,1762,8328
2005,"Los Angeles Lakers",82,3141,6928,549,1522,1507,1931,1023,2453,3476,2001,627,420,965,1814,8338
2005,"Orlando Magic",82,3081,6826,443,1291,1739,2306,1024,2428,3452,1747,698,354,1190,1920,8344
2005,"Atlanta Hawks",82,3044,6389,467,1232,1846,2396,902,2483,3385,1803,716,484,1210,1777,8401
2005,"Phoenix Suns",82,3328,7485,494,1476,1320,1775,1233,2550,3783,1741,627,342,1131,1750,8470
2006,"Memphis Grizzlies",82,2691,6172,408,1223,1465,1942,927,2404,3331,1605,597,456,1213,1867,7255
2006,"San Antonio Spurs",82,2782,6420,300,886,1414,1912,886,2417,3303,1336,599,343,1136,1709,7278
2006,"Detroit Pistons",82,2915,6450,329,1012,1235,1677,951,2399,3350,1541,481,285,1145,1726,7394
2006,"Houston Rockets",82,2708,6310,541,1465,1560,2135,874,2477,3351,1647,582,373,1094,1716,7517
2006,"Indiana Pacers",82,2831,6504,371,1083,1511,2060,968,2416,3384,1520,661,399,1112,1800,7544
2006,"New Jersey Nets",82,2730,6222,465,1336,1654,2232,787,2599,3386,1641,589,329,1177,1889,7579
2006,"Dallas Mavericks",82,2801,6319,404,1120,1626,2163,935,2209,3144,1433,536,400,1151,1958,7632
2006,"Minnesota Timberwolves",82,2852,6474,447,1229,1525,2072,974,2411,3385,1554,539,374,1139,1736,7676
2006,"Utah Jazz",82,2730,6077,490,1297,1839,2466,871,2237,3108,1511,663,463,1166,2104,7789
2006,"Cleveland Cavaliers",82,2949,6481,459,1291,1462,1970,807,2421,3228,1666,540,357,1079,1842,7819
2006,"Los Angeles Clippers",82,2887,6638,474,1367,1593,2175,858,2432,3290,1765,570,355,1053,1777,7841
2006,"New Orleans/Oklahoma City Hornets",82,2883,6286,546,1486,1530,2014,860,2498,3358,1584,527,432,1197,1910,7842
2006,"Orlando Magic",82,2870,6327,460,1287,1672,2285,911,2239,3150,1644,615,386,1099,1899,7872
2006,"Miami Heat",82,2871,6529,490,1359,1642,2223,826,2359,3185,1596,560,298,1063,1938,7874
2006,"Los Angeles Lakers",82,2945,6547,474,1342,1585,2123,893,2399,3292,1730,536,354,1158,1925,7949
2006,"Chicago Bulls",82,2773,6515,501,1428,1921,2472,881,2541,3422,1652,611,420,1228,1883,7968
2006,"Sacramento Kings",82,3053,6726,462,1316,1412,1891,953,2503,3456,1733,656,403,1199,1886,7980
2006,"Portland Trail Blazers",82,3032,6472,498,1306,1498,1971,1029,2445,3474,1737,592,403,1060,1704,8060
2006,"Milwaukee Bucks",82,2972,6383,490,1385,1671,2237,832,2475,3307,1847,606,414,1182,1937,8105
2006,"Boston Celtics",82,2944,6462,446,1265,1825,2457,910,2369,3279,1763,688,404,1210,1837,8159
2006,"Washington Wizards",82,3014,6477,501,1379,1655,2222,964,2477,3441,1766,537,341,1326,2075,8184
2006,"Golden State Warriors",82,3047,6674,469,1335,1624,2187,985,2662,3647,1828,576,409,1258,1919,8187
2006,"Denver Nuggets",82,3070,6764,530,1480,1538,2090,965,2469,3434,1959,586,436,1323,1911,8208
2006,"Charlotte Bobcats",82,3065,6410,458,1285,1683,2283,940,2667,3607,1881,577,441,1464,1929,8271
2006,"Philadelphia 76ers",82,3100,6699,498,1420,1609,2111,974,2533,3507,1882,630,386,1269,1898,8307
2006,"Atlanta Hawks",82,3075,6433,444,1205,1768,2372,981,2335,3316,1689,597,422,1227,1855,8362
2006,"New York Knicks",82,2967,6359,565,1495,1868,2480,883,2280,3163,1744,674,437,1154,2079,8367
2006,"Phoenix Suns",82,3243,7141,516,1423,1429,1956,1028,2735,3763,1546,591,282,1218,1623,8431
2006,"Toronto Raptors",82,3164,6448,508,1363,1696,2267,835,2539,3374,1938,518,359,1165,1834,8532
2006,"Seattle SuperSonics",82,3202,6596,542,1445,1713,2255,1003,2316,3319,1973,598,399,1194,1820,8659
2007,"San Antonio Spurs",82,2860,6463,368,1101,1300,1756,829,2379,3208,1416,580,337,1176,1739,7388
2007,"Detroit Pistons",82,2819,6337,409,1205,1484,2006,973,2403,3376,1647,521,290,1205,1668,7531
2007,"Houston Rockets",82,2793,6503,472,1346,1497,2000,800,2548,3348,1588,571,353,1163,1631,7555
2007,"Dallas Mavericks",82,2790,6241,375,1074,1654,2216,839,2286,3125,1471,565,312,1190,1811,7609
2007,"Cleveland Cavaliers",82,2838,6337,405,1231,1539,2096,807,2461,3268,1649,540,349,1254,1804,7620
2007,"Chicago Bulls",82,2793,6416,484,1387,1619,2219,897,2456,3353,1675,614,433,1429,1900,7689
2007,"Orlando Magic",82,2739,6191,461,1306,1768,2327,865,2217,3082,1609,678,376,1232,1921,7707
2007,"Miami Heat",82,2895,6517,531,1495,1513,2039,921,2467,3388,1656,562,314,1185,1790,7834
2007,"Los Angeles Clippers",82,2912,6436,455,1341,1602,2142,843,2377,3220,1722,582,321,1132,1829,7881
2007,"New Orleans/Oklahoma City Hornets",82,3004,6579,559,1575,1395,1839,853,2493,3346,1703,554,392,1119,1733,7962
2007,"Philadelphia 76ers",82,3039,6570,503,1424,1452,1926,969,2404,3373,1825,606,320,1280,1801,8033
2007,"Indiana Pacers",82,2931,6416,437,1175,1741,2311,915,2499,3414,1642,644,410,1289,1942,8040
